EmployeeID,EmployeeName,Age,Years_of_Experience,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Total_Expenditure,Savings_Amount,Investments,Class
EMP02772,Harsh Monika Somani,28,3,Finance,76225,2622,4574,1542,1855,65632,14927,7962,4344,5324,4246,36803,14048,2703,Medium
EMP02773,Sneha Ahuja,45,19,Sales,77966,2797,4678,1494,1163,67834,0,9786,13682,3220,4485,31173,823,1430,Low
EMP02774,Garima Daga,28,4,Operations,58427,1255,3506,730,1568,51368,4753,7497,0,2375,2305,16930,22688,2236,High
EMP02775,Ritika Tayal,48,20,Sales,75761,2576,4546,1522,1445,65672,4744,8589,0,14299,5119,32751,3319,5667,Medium
EMP02776,Mansi Mehta,24,1,IT,83910,3391,5035,1675,1002,72807,0,8536,5173,6205,3969,23883,12182,14986,High
EMP02777,Pallavi Garima Sharma,59,28,IT,150000,13333,9000,3547,1365,122755,0,17313,32776,6635,7164,63888,21087,6125,Medium
EMP02778,Shivam Reddy,46,19,Product Management,177603,19401,10656,2572,1064,143910,36506,21557,13936,11499,6739,90237,26608,6256,Medium
EMP02779,Megha Arora,35,7,Customer Support,41403,403,2484,844,1426,36246,10195,4311,0,1825,2338,18669,148,717,Medium
EMP02780,Aditi Thomas,31,6,IT,95498,4550,5730,2009,1148,82061,0,14635,23407,4985,5158,48185,15032,3903,Low
EMP02781,Shubham Gupta,60,24,HR,70000,2000,4200,1965,1309,60526,0,8791,11428,3911,2418,26548,16603,4238,Medium
EMP02782,Arjun Jadhav,57,38,IT,150000,13333,9000,3526,987,123154,0,19356,35737,18880,12171,86144,7087,3384,Low
EMP02783,Swati Arora,30,2,Marketing,55914,1129,3355,937,1835,48658,11252,7144,7804,2763,1487,30450,3701,8638,Medium
EMP02784,Abhishek Mittal,34,8,Sales,55638,1115,3338,934,1075,49176,12916,7702,1925,2345,2075,26963,1493,921,Medium
EMP02785,Tarun Reema Verma,31,10,Cyber Security,122019,8303,7321,3808,1650,100937,30631,12047,13307,19054,6433,81472,1985,2329,Low
EMP02786,Lokesh Pillai,33,12,Sales,63741,1520,3824,1508,1345,55544,0,6561,12300,4797,3808,27466,10776,3537,Medium
EMP02787,Ayush More,35,5,Sales,55366,1102,3322,800,870,49272,3639,3861,5913,3593,2049,19055,10495,8907,High
EMP02788,Aditi Saloni Gill,44,21,Finance,114966,7245,6898,3631,971,96221,27310,16082,0,8405,6019,57816,18556,3255,Medium
EMP02789,Aakash Maheshwari,23,2,Cyber Security,98522,4852,5911,1415,1614,84730,0,10210,17144,6869,4519,38742,2870,1236,Low
EMP02790,Palak Jadhav,40,10,HR,48697,768,2922,1014,1901,42092,0,6508,6357,1936,1982,16783,7136,10293,Medium
EMP02791,Divya Nagpal,54,24,IT,139209,11175,8353,2912,950,115819,25261,16160,3958,6145,3895,55419,40212,4720,Medium
EMP02792,Vihaan Tayal,49,28,Data Science,170000,17500,10200,2614,1143,138543,40070,21242,0,4106,7712,73130,1869,292,Medium
EMP02793,Rakesh Nagpal,46,26,Customer Support,60000,1333,3600,1716,1199,52152,0,9018,16650,1774,3946,31388,864,391,Low
EMP02794,Gaurav Rawat,41,15,Finance,101028,5154,6062,3116,816,85880,19615,14734,6405,5819,5701,52274,12904,3692,Medium
EMP02795,Tanvi Parth Arora,49,24,Customer Support,58460,1256,3508,805,1908,50983,0,8077,17330,1129,3761,30297,1963,883,Low
EMP02796,Monika Ashish Khanna,24,2,Data Science,102797,5420,6168,3797,2024,85388,21908,10688,0,8250,4520,45366,10362,14897,High
EMP02797,Charu Mathew,41,21,Cyber Security,172227,18057,10334,2959,2070,138807,40501,22006,14831,9824,7864,95026,16496,5455,Medium
EMP02798,Dhruv Rawat,31,6,HR,46994,683,2820,914,1066,41511,10561,6309,3998,1967,1166,24001,10063,1449,Medium
EMP02799,Tushar Jadhav,26,4,HR,46998,683,2820,1021,1395,41079,0,4760,0,4230,1685,10675,10254,10903,High
EMP02800,Saurabh Behera,50,17,Cyber Security,147953,12924,8877,3301,1926,120925,27991,19353,0,7043,7027,61414,29432,5247,Medium
EMP02801,Vivaan Chauhan,55,22,Sales,82068,3207,4924,1603,2193,70141,0,12825,0,2295,4920,20040,998,1662,Medium
EMP02802,Kavya Sahu,33,9,Product Management,152863,13906,9172,2330,747,126708,11018,17504,0,5846,6537,40905,43845,7538,High
EMP02803,Ishaan Tomar,39,9,Customer Support,47157,691,2829,750,1517,41370,12986,6934,0,7028,2540,29488,2587,1660,Low
EMP02804,Saurabh Tayal,42,28,Sales,85000,3500,5100,1568,1109,73723,18254,10351,0,3237,3440,35282,9014,15711,Medium
EMP02805,Charu Chatterjee,38,18,Cyber Security,160440,15421,9626,2247,1413,131733,0,16836,29921,6797,6771,60325,21138,21822,Medium
EMP02806,Vivek Patel,47,21,Data Science,145152,12364,8709,3042,2122,118915,0,19193,39036,5080,6298,69607,3103,911,Low
EMP02807,Namrata Lodha,43,22,IT,138657,11065,8319,3585,1294,114394,22452,15532,8311,3256,3020,52571,35482,5128,High
EMP02808,Harsh Jain,42,22,Finance,115833,7375,6950,2978,2039,96491,0,15741,21507,6182,6373,49803,18633,6350,Medium
EMP02809,Neha Tomar,29,7,Operations,64775,1572,3886,1230,1691,56396,0,7833,3972,2313,1522,15640,28147,3067,High
EMP02810,Komal Shinde,29,4,Operations,56907,1179,3414,1047,1166,50101,0,7717,9202,2427,3111,22457,1181,375,Low
EMP02811,Dhruv Behera,36,8,Sales,53287,998,3197,806,1371,46915,0,5503,4394,4853,2574,17324,13969,3767,High
EMP02812,Ishaan Jain,55,29,Sales,85000,3500,5100,1586,1842,72972,0,13700,24754,13598,5903,57955,3159,1815,Low
EMP02813,Jyoti George,35,5,Product Management,131963,9794,7918,3127,1854,109270,0,14628,35502,5599,4764,60493,11822,21432,Medium
EMP02814,Shivam Bohra,38,10,Sales,65897,1628,3954,1460,833,58022,0,8510,18749,3810,3479,34548,10839,2641,Low
EMP02815,Nisha Shinde,36,8,Operations,64277,1547,3857,1990,1957,54926,0,7696,18017,2234,1743,29690,16467,1687,Medium
EMP02816,Simran D'Souza,38,10,HR,54246,1046,3255,849,2443,46653,0,8392,16259,8486,3659,36796,2361,1058,Low
EMP02817,Shruti Mehta,38,15,Operations,79511,2951,4771,1714,1660,68415,0,9772,15227,2891,2491,30381,21836,2732,Medium
EMP02818,Saurabh Seth,56,22,Sales,78116,2812,4687,1786,834,67997,0,11764,21520,3548,4643,41475,12647,2614,Medium
EMP02819,Payal Mathew,53,24,Cyber Security,174374,18594,10462,3779,1064,140475,31834,20845,24216,7646,8698,93239,22962,5424,Medium
EMP02820,Ashish Thomas,48,20,Operations,86074,3607,5164,2123,984,74196,17005,6946,0,4000,3538,31489,25475,3581,Medium
EMP02821,Mansi Bhavna Sabharwal,54,31,Operations,95000,4500,5700,1808,1488,81504,0,13100,0,10792,6450,30342,9038,8071,Medium
EMP02822,Abhishek Srivastava,59,35,IT,150000,13333,9000,2766,1264,123637,0,19821,41655,9300,7353,78129,20830,3955,Medium
EMP02823,Monika Soni,30,4,Sales,53835,1025,3230,1181,1644,46755,0,5482,4687,8550,3910,22629,3130,2206,Medium
EMP02824,Nikita Monika Nair,51,38,Marketing,90000,4000,5400,1368,1577,77655,0,10232,24817,4935,4693,44677,12654,4393,Low
EMP02825,Swati Chaudhary,56,36,Cyber Security,180000,20000,10800,3826,1635,143739,32858,17427,0,12812,7552,70649,29298,8545,Medium
EMP02826,Ravi Nagpal,48,23,Sales,81296,3130,4878,2045,1001,70242,5914,11166,27194,2202,3185,49661,199,648,Low
EMP02827,Krishna Dev Yadav,41,19,Sales,73519,2352,4411,1439,1302,64015,0,7047,0,4056,1988,13091,30868,4516,Medium
EMP02828,Sumit Yadav,32,5,Operations,56286,1148,3377,718,1052,49991,12034,9436,0,3864,3474,28808,8535,2091,Medium
EMP02829,Trisha Mishra,40,11,HR,58531,1260,3512,1169,1693,50897,5858,7495,8766,1819,1174,25112,13135,2941,Medium
EMP02830,Riya Bedi,45,26,Operations,95000,4500,5700,2174,1738,80888,0,10941,23457,3970,4590,42958,18257,4045,Medium
EMP02831,Sai Suri,47,24,IT,146263,12586,8776,2365,2140,120396,0,15688,32488,7413,3775,59364,17718,21367,Medium
EMP02832,Riya Mehta,51,24,Sales,81033,3103,4862,1979,758,70331,0,11265,13192,2949,3484,30890,23790,3605,Medium
EMP02833,Kartik Sharma,24,0,Data Science,91420,4142,5485,2148,1390,78255,18445,8437,0,7389,4144,38415,17822,3606,Medium
EMP02834,Rahul Yadav,39,15,IT,111869,6780,6712,3033,1405,93939,20490,13201,0,5388,6066,45145,18918,6003,Medium
EMP02835,Yash Sabharwal,53,35,Data Science,170000,17500,10200,3228,1825,137247,0,15600,4591,14085,9342,43618,35392,11230,High
EMP02836,Nisha Wadhwa,40,15,Sales,66239,1645,3974,1901,2046,56673,16260,6086,0,3826,2660,28832,2122,796,Medium
EMP02837,Nikita Trivedi,51,32,Cyber Security,180000,20000,10800,2853,945,145402,0,20714,28960,3653,11145,64472,5014,3084,Medium
EMP02838,Karan Somani,41,24,Sales,80183,3018,4811,2085,2019,68250,15394,10295,2989,4857,3275,36810,15661,2906,Medium
EMP02839,Shivam Rathore,60,31,IT,150000,13333,9000,3012,2035,122620,25931,14673,4653,9602,3659,58518,32988,6687,Medium
EMP02840,Atharv Joshi,60,27,Customer Support,60000,1333,3600,1935,2038,51094,12254,6662,0,1451,2856,23223,2186,782,Medium
EMP02841,Ayaan Kapoor,23,3,Sales,50809,874,3049,983,2117,43786,14513,4973,3530,8880,3922,35818,1514,803,Low
EMP02842,Lokesh Agarwal,41,27,HR,70000,2000,4200,1535,1735,60530,0,9793,18959,6233,5472,40457,4690,1654,Low
EMP02843,Sonia Avantika Behera,45,15,IT,114937,7241,6896,3487,1813,95500,31316,17038,0,13112,8722,70188,3911,2594,Low
EMP02844,Hemant Jain,45,26,Operations,93035,4304,5582,1906,1465,79778,0,13507,20532,5572,4725,44336,10024,12277,Medium
EMP02845,Garima George,30,6,Marketing,57923,1229,3475,1000,2341,49878,15360,5321,0,9196,4361,34238,2518,2165,Low
EMP02846,Manish Nandini Sharma,38,9,Marketing,61687,1418,3701,1368,1417,53783,13788,6441,0,4429,3155,27813,11869,3135,Medium
EMP02847,Rupal Bagri,23,1,Operations,50433,855,3026,803,1239,44510,0,4871,0,3064,2259,10194,1189,1041,Medium
EMP02848,Rohan Wadhwa,42,25,Operations,95000,4500,5700,2180,1730,80890,18006,11841,0,4501,5189,39537,15332,4030,Medium
EMP02849,Swati Reddy,26,7,IT,100576,5086,6035,2233,2028,85194,19389,11283,3136,4567,4072,42447,13409,16380,High
EMP02850,Kartik Bohra,28,2,IT,80000,3000,4800,1942,874,69384,17628,10879,9696,4899,3025,46127,10560,2967,Medium
EMP02851,Vikram Reddy,42,15,Sales,66479,1657,3989,1261,1299,58273,4266,9790,3110,1304,2269,20739,23189,2505,High
EMP02852,Shubham Mathew,28,4,Sales,55744,1121,3345,747,1514,49017,0,6507,2683,5065,2071,16326,14217,3797,High
EMP02853,Nitin Ankit Behera,40,16,Marketing,75816,2582,4549,2183,1523,64979,4859,11625,11315,4757,3355,35911,11646,4016,Medium
EMP02854,Rohit Khurana,26,5,Sales,55308,1099,3318,1176,1239,48476,3546,7901,2354,1633,2115,17549,3036,617,Medium
EMP02855,Tushar Malhotra,50,20,HR,61233,1395,3674,2071,1425,52668,2711,7080,0,2887,2715,15393,16004,5019,High
EMP02856,Sneha Porwal,51,22,IT,131389,9708,7883,3078,1036,109684,0,14445,25291,6073,4113,49922,20257,17674,Medium
EMP02857,Monika Sahu,59,30,Cyber Security,180000,20000,10800,3779,1082,144339,0,24804,0,8555,10363,43722,48398,11200,High
EMP02858,Nandini Pandey,43,17,Sales,74545,2454,4473,1664,1498,64456,0,11188,12242,3555,2754,29739,16432,4547,Medium
EMP02859,Trisha Chatterjee,53,38,HR,70000,2000,4200,1881,2415,59504,14468,9658,5552,3198,3497,36373,8276,3181,Medium
EMP02860,Sonia Maheshwari,43,15,Sales,68435,1844,4106,1203,1623,59659,0,6399,12325,5317,3523,27564,14108,3053,Medium
EMP02861,Payal Verma,57,30,IT,146252,12584,8775,2555,1638,120700,7190,21237,0,16152,8261,52840,12570,5611,Medium
EMP02862,Simran Pandey,34,5,IT,97034,4703,5822,1637,1013,83859,17707,8382,14381,7864,3721,52055,12423,3854,Low
EMP02863,Vivek Jyoti Pillai,44,21,Finance,115867,7380,6952,2221,2114,97200,0,16949,18065,4067,7007,46088,550,806,Medium
EMP02864,Bhavna Shinde,33,5,HR,49168,792,2950,1115,1959,42352,0,6892,1304,899,1965,11060,18564,2449,High
EMP02865,Komal Sabharwal,54,36,Operations,95000,4500,5700,2072,1406,81322,0,9291,21460,4935,4400,40086,23339,3505,Medium
EMP02866,Nikhil Thomas,34,11,HR,53613,1014,3217,743,1621,47018,0,6756,9520,1419,1882,19577,18616,1628,Medium
EMP02867,Nikhil Bagri,38,17,Data Science,141934,11720,8516,2744,2235,116719,8079,14287,0,5616,6654,34636,20268,32074,High
EMP02868,Prachi Pawar,50,16,HR,59845,1326,3591,950,1295,52683,0,8208,13672,8783,4553,35216,3541,1851,Low
EMP02869,Akash Anurag Iyer,40,11,HR,56655,1166,3399,791,1382,49917,11761,7660,2833,2943,2769,27966,7827,2432,Medium
EMP02870,Manish Mehta,49,17,Cyber Security,156619,14657,9397,2417,1749,128399,0,20812,32349,10131,7078,70370,27786,5644,Medium
EMP02871,Swati Suri,38,8,Cyber Security,123836,8575,7430,2327,1482,104022,0,16171,33285,15806,7282,72544,5755,4760,Low
EMP02872,Prachi Bhavna Bagri,26,4,Finance,74350,2435,4461,1912,1648,63894,23106,9179,10219,9675,5289,57468,1111,625,Low
EMP02873,Rohan Aakash Mundra,23,3,Operations,55041,1085,3302,1064,1645,47945,0,5688,2782,8371,4042,20883,3909,2749,Medium
EMP02874,Aakash Maheshwari,29,6,Customer Support,44223,544,2653,829,1858,38339,11711,4160,0,2590,2222,20683,1034,809,Medium
EMP02875,Komal Banerjee,40,12,Cyber Security,130201,9530,7812,2757,894,109208,21209,16896,0,5292,3626,47023,32528,4596,Medium
EMP02876,Pooja Singh,27,5,Sales,52532,960,3152,772,1863,45785,13715,6892,1605,5866,4203,32281,2580,1148,Low
EMP02877,Nikhil Mohanty,54,38,Cyber Security,180000,20000,10800,3250,1688,144262,0,20600,46593,8224,5598,81015,13083,20246,Medium
EMP02878,Aisha Mansi Kapoor,35,9,Sales,59865,1327,3592,1134,1170,52642,0,5009,1700,4318,2371,13398,16722,4114,High
EMP02879,Abhishek Vivaan Mittal,23,0,HR,40000,333,2400,885,1248,35134,0,3232,0,1708,1433,6373,16456,2084,High
EMP02880,Simran Tiwari,30,7,Sales,57467,1207,3448,957,1171,50684,11633,8948,3431,3217,2930,30159,9422,1946,Medium
EMP02881,Kunal Singh,32,8,Sales,57303,1198,3438,863,1318,50486,15685,5668,0,8213,4251,33817,2921,1715,Medium
EMP02882,Atharv Tayal,37,10,Sales,57277,1197,3437,1037,1765,49841,14200,8243,8508,2415,2641,36007,862,522,Low
EMP02883,Reema Mehta,27,7,Operations,61239,1395,3674,1495,1619,53056,0,8971,0,3555,2566,15092,17251,3579,High
EMP02884,Nandini Arjun Roy,59,37,Marketing,90000,4000,5400,1380,1864,77356,0,11377,23593,4385,3561,42916,13634,4754,Medium
EMP02885,Shreya Yadav,60,36,Customer Support,60000,1333,3600,1409,2319,51339,13912,9317,0,3188,3170,29587,7915,3417,Medium
EMP02886,Nikhil Yadav,28,5,Finance,80190,3019,4811,2160,1898,68302,7341,10822,0,10312,5854,34329,4534,3621,Medium
EMP02887,Abhishek Lodha,36,11,Finance,90134,4013,5408,1325,2004,77384,18110,9983,0,2690,3615,34398,22687,4942,Medium
EMP02888,Anjali Rathore,24,0,Product Management,120000,8000,7200,3940,964,99896,11911,13993,0,17919,6571,50394,8519,6658,Medium
EMP02889,Megha Jadhav,48,27,Cyber Security,180000,20000,10800,3243,1908,144049,12943,17928,0,3017,6605,40493,54444,11963,High
EMP02890,Saloni Ghosh,55,28,Finance,130000,9500,7800,2589,1456,108655,0,14093,21068,5329,6555,47045,12443,23564,Medium
EMP02891,Abhishek Solanki,42,27,Data Science,170000,17500,10200,2344,2214,137742,28508,18256,0,7469,7755,61988,34113,7296,Medium
EMP02892,Nikita Sandhu,31,8,Sales,59948,1331,3597,777,1158,53085,0,4183,0,3456,2143,9782,26016,4081,High
EMP02893,Rajat Mansi Ghosh,41,28,Customer Support,60000,1333,3600,1670,828,52569,4838,6710,3426,1587,2508,19069,18575,2989,High
EMP02894,Pallavi Nandini Mehta,48,16,HR,59821,1324,3589,1082,1739,52087,0,9052,17937,8776,3292,39057,2114,1143,Low
EMP02895,Vikram Ghosh,60,37,Operations,95000,4500,5700,1855,1887,81058,0,14571,25945,4451,3438,48405,14384,3307,Medium
EMP02896,Vivek Rawat,39,10,IT,106585,5988,6395,3168,1758,89276,0,14323,0,9322,7476,31121,14329,6391,Medium
EMP02897,Tarun Mittal,45,15,Sales,73116,2312,4387,1427,1481,63509,0,10735,12314,9813,4931,37793,5447,3699,Low
EMP02898,Siddharth Lakhotia,53,28,HR,70000,2000,4200,1743,1356,60701,0,11082,16553,3242,3688,34565,12377,2828,Medium
EMP02899,Rakesh Rathore,30,3,Product Management,134882,10310,8093,3284,1326,111869,31777,18031,5046,10719,7440,73013,5487,6007,Medium
EMP02900,Nitin Deshmukh,46,28,Finance,125493,8824,7530,2421,1731,104987,5455,14957,0,6485,5431,32328,31566,6985,High
EMP02901,Amit Pawar,58,22,Data Science,152814,13896,9169,3258,1484,125007,0,20163,24684,9806,6911,61564,31269,7122,Medium
EMP02902,Kavya Seth,53,34,Customer Support,60000,1333,3600,1635,2127,51305,13176,7044,0,1892,2668,24780,16967,1826,High
EMP02903,Sonali Bajaj,39,16,Data Science,136548,10643,8193,2803,2124,112785,8690,12370,0,11921,7781,40762,33215,7848,High
EMP02904,Atharv Daga,38,10,Operations,66657,1666,3999,1362,1012,58618,6194,7508,9891,2402,1164,27159,20269,1733,Medium
EMP02905,Vihaan George,24,2,Data Science,102180,5327,6131,2257,1239,87226,7430,7541,0,7215,3357,25543,12427,27599,High
EMP02906,Manish Kapoor,57,25,IT,139852,11304,8391,3727,1789,114641,0,18778,36138,9418,7157,71491,21421,4808,Low
EMP02907,Rohan Malhotra,42,16,Finance,102346,5352,6141,3175,2118,85560,0,13095,4941,2999,6518,27553,3066,2191,Medium
EMP02908,Pankaj Joshi,55,32,Cyber Security,180000,20000,10800,3481,1538,144181,0,23715,0,10591,9245,43551,49855,10930,Medium
EMP02909,Siddharth Sharma,49,15,Customer Support,49845,826,2991,766,1965,43297,12132,6009,18024,1665,2434,40264,136,88,Low
EMP02910,Ashish Swain,49,15,IT,122096,8314,7326,3386,1420,101650,9714,13317,10030,6201,5412,44674,24739,5326,Medium
EMP02911,Nitin Khanna,33,7,Customer Support,39059,286,2344,1017,1905,33507,3112,5413,3753,1994,1977,16249,6268,2479,Medium
EMP02912,Gaurav Srivastava,48,24,Data Science,156796,14693,9408,3825,2188,126682,32289,20062,0,9761,5691,67803,23275,8807,Medium
EMP02913,Ankit Bohra,48,16,Operations,78891,2889,4733,2199,1873,67197,0,11558,18620,2287,4672,37137,1835,975,Low
EMP02914,Kartik Joshi,56,25,IT,139639,11261,8378,3287,1355,115358,27908,16184,13259,3620,6058,67029,4735,1756,Low
EMP02915,Bhavna Ghosh,23,1,Operations,55109,1089,3307,915,996,48802,10795,5125,2529,3715,2315,24479,10637,2141,Medium
EMP02916,Arjun Dubey,30,6,Marketing,57099,1188,3426,791,2223,49471,4159,6464,2529,1731,1847,16730,22261,2138,Medium
EMP02917,Prateek Nagpal,39,12,Marketing,70995,2100,4260,1963,1915,60757,3567,4773,0,3819,2759,14918,26097,3953,Medium
EMP02918,Swati Lodha,59,28,Customer Support,60000,1333,3600,2075,1285,51707,0,6939,15633,5547,3615,31734,4677,1725,Low
EMP02919,Nitin Aditi Pandey,59,29,Sales,85000,3500,5100,1518,1632,73250,24997,12240,12241,7350,6925,63753,1993,1266,Low
EMP02920,Garima Payal Dubey,36,9,Operations,62010,1434,3721,1796,1433,53626,0,8618,0,3900,3116,15634,16510,4373,High
EMP02921,Ishaan Sharma,55,38,Cyber Security,180000,20000,10800,2738,2286,144176,0,18216,46372,6889,7383,78860,27623,8979,Medium
EMP02922,Khushi Yadav,56,28,IT,141281,11590,8477,2972,990,117252,26503,20210,0,2951,4747,54411,42519,4320,High
EMP02923,Ishaan Fernandes,24,3,Sales,47233,695,2834,920,1107,41677,11758,5409,3960,2781,2356,26264,635,336,Medium
EMP02924,Diya Khanna,36,18,Sales,69426,1943,4166,1915,1332,60070,0,8374,12571,4214,3058,28217,13903,3710,Medium
EMP02925,Dev Jindal,37,8,Customer Support,41741,420,2504,1163,1878,35776,0,5737,7198,1324,2148,16407,1445,84,Low
EMP02926,Kavya Wadhwa,25,3,Data Science,99709,4971,5983,2121,1488,85146,22482,11965,0,11417,7347,53211,3537,3932,Medium
EMP02927,Siddharth George,53,29,Sales,85000,3500,5100,1229,1605,73566,0,10489,13824,2593,5357,32263,447,1276,Low
EMP02928,Tushar Kulkarni,39,16,Customer Support,45875,627,2752,797,2282,39417,0,5158,3030,1710,1446,11344,8445,8752,High
EMP02929,Aman Chauhan,52,33,Sales,85000,3500,5100,1533,1912,72955,0,7343,0,4799,2752,14894,5036,618,Medium
EMP02930,Saloni Khandelwal,44,22,Customer Support,58730,1270,3524,975,1962,50999,14092,8409,0,2427,2802,27730,615,878,Medium
EMP02931,Deepak Atharv Jain,44,20,HR,67135,1714,4028,2086,2013,57294,10439,7985,0,1432,1767,21623,18773,2700,Medium
EMP02932,Rishabh Naidu,60,37,Sales,85000,3500,5100,2103,1897,72400,0,9910,22906,2134,2073,37023,23185,2892,Medium
EMP02933,Saloni Chopra,34,7,Cyber Security,124771,8716,7486,3676,1037,103856,0,15322,24220,5428,4402,49372,25921,6203,Medium
EMP02934,Krishna Joshi,30,7,Marketing,58673,1267,3520,926,1802,51158,16335,8430,1783,5580,4921,37049,3287,1989,Low
EMP02935,Mohit Bajaj,50,15,Marketing,72670,2267,4360,1791,1766,62486,0,7798,0,1748,2943,12489,29408,3519,High
EMP02936,Jyoti George,31,6,Customer Support,41977,432,2519,999,2017,36010,8858,3889,0,3134,1978,17859,8938,1659,Medium
EMP02937,Aakash D'Souza,50,21,Data Science,150167,13367,9010,2378,1502,123910,23770,16494,0,3476,6049,49789,38838,5871,Medium
EMP02938,Parth Fernandes,45,21,IT,139933,11320,8396,3684,1288,115245,11271,11805,0,7844,3756,34676,25942,27626,High
EMP02939,Nandini Kumawat,24,0,Sales,45000,583,2700,1175,2027,38515,8393,3927,1847,3894,1794,19855,5698,6392,Medium
EMP02940,Vidhi Solanki,49,16,Operations,77512,2751,4651,2061,1159,66890,16632,10418,0,4580,3498,35128,15577,2557,Medium
EMP02941,Neha Rathore,28,2,Data Science,96831,4683,5810,1921,1265,83152,22477,14153,9988,5688,5516,57822,9109,3723,Medium
EMP02942,Vihaan Deshmukh,45,24,Sales,78487,2849,4709,2029,1050,67850,0,11259,0,11275,6476,29010,7419,4409,Medium
EMP02943,Sanya Shinde,31,12,Data Science,131826,9774,7910,3471,1489,109182,0,15834,0,5042,4914,25790,33548,12364,High
EMP02944,Aisha Pillai,28,3,Marketing,52805,974,3168,838,1927,45898,10681,6659,0,1974,2183,21497,16864,1549,High
EMP02945,Rohit Behera,28,7,IT,96335,4634,5780,1901,1933,82087,0,12829,16417,1809,3883,34938,24835,5146,Medium
EMP02946,Sonali Mishra,26,7,IT,98092,4809,5886,2133,2036,83228,0,13539,28250,4487,5137,51413,15023,4190,Medium
EMP02947,Sonia Naidu,32,11,Sales,58791,1273,3527,1173,1467,51351,14679,8809,0,7639,4700,35827,2498,2302,Low
EMP02948,Rupal Mittal,52,38,Marketing,90000,4000,5400,1593,1257,77750,23823,8932,0,14279,7120,54154,3540,2411,Medium
EMP02949,Palak Payal Swain,44,28,HR,70000,2000,4200,1214,1234,61352,16544,10467,0,4328,4071,35410,11734,2340,Medium
EMP02950,Jyoti Lodha,42,15,Finance,97951,4795,5877,1937,1143,84199,25643,15267,5424,10193,6839,63366,3133,3096,Low
EMP02951,Rupal Patel,38,13,Sales,61065,1387,3664,1682,1047,53285,0,7615,12968,1520,3105,25208,1891,376,Low
EMP02952,Rashmi Mundra,39,9,Finance,94068,4407,5644,1539,1592,80886,16299,11281,0,3167,2502,33249,31899,3487,High
EMP02953,Lakshay Gill,25,2,Marketing,54296,1048,3258,738,1285,47967,0,5632,0,3373,1644,10649,23110,2354,Medium
EMP02954,Charu Chatterjee,39,9,Operations,62795,1473,3768,1735,2067,53752,0,8829,12406,2158,2232,25625,19503,2083,Medium
